recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-B6772551E1C7,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S077,,,guideline_generic,General Coronary Revascularization,"Evaluation of TR should include assessment of the tricuspid annulus, tricuspid leaflet tethering, RA and RV size, and position and motion of IAS and IVS during the cardiac cycle",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.19 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Evaluation of TR should include assessment of the tricuspid annulus, tricuspid leaflet tethering, RA and RV size, and po",,,,,,,,,,,,,,
GR-B707909570FA,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S064,,,guideline_generic,General Coronary Revascularization,The aortic annulus should be measured inner edge to inner edge from the hinge point of the right coronary cusp to the posterior ‘‘virtual annulus’’ at the level of the commissure between the left and noncoronary cusps,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.12 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The aortic annulus should be measured inner edge to inner edge from the hinge point of the right coronary cusp to the po,,,,,,,,,,,,,,
GR-B7FBBD0B6531,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S004,,,guideline_generic,General Coronary Revascularization,Pre-CPB imaging should focus assessment of valve Echocardiographic measurements of the aortic root performed in the preprocedure assessment for aortic valve repair,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.11 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Pre-CPB imaging should focus assessment of valve Echocardiographic measurements of the aortic root performed in the prep,,,,,,,,,,,,,,
GR-B8C1F87AF8C2,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S078,,,guideline_generic,General Coronary Revascularization,"Re-evaluation of AR should be performed after institution of CPB, which may mimic the hemodynamic conditions during LVAD support",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.19 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Re-evaluation of AR should be performed after institution of CPB, which may mimic the hemodynamic conditions during LVAD",,,,,,,,,,,should be performed,,,
GR-B9733549B82F,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S157,,,guideline_generic,General Coronary Revascularization,The same measurements of the IVS performed preprocedure should be repeated in order to assess the adequacy of the resection,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.36 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The same measurements of the IVS performed preprocedure should be repeated in order to assess the adequacy of the resect,,,,,,,,,,,,,,
GR-BB095A86C7B1,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S099,,,guideline_generic,General Coronary Revascularization,"this examination should be performed periodically during the post-CPB period as kinking of the graft can occur at any time, but especially after reapproximation of the sternum",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.25 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:this examination should be performed periodically during the post-CPB period as kinking of the graft can occur at any ti,,,,,,,,,,,should be performed,,,
GR-BF5191316814,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S001,,,guideline_generic,General Coronary Revascularization,"However, lower temporal resolution seen with CFD should be taken into consideration when imaging mobile lesions, such as endocarditis vegetations or chordae tendineae",,,,,,,,,,,,imaging mobile lesions,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.4 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:imaging mobile lesions,imaging mobile lesions,,,,,,,,imaging mobile lesions,condition:imaging mobile lesions [contains],,imaging mobile lesions,,
GR-C0CD0A4AEC47,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S175,,,guideline_generic,General Coronary Revascularization,"TEE should also document the presence of a circumferential or localized pericardial fluid accumulation, masses/thrombus, fibrin strands (floating linear structures of variable size and length) and their effect on cardiac chamber structure and function",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.38 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:TEE should also document the presence of a circumferential or localized pericardial fluid accumulation, masses/thrombus",,,,,,,,,,,,,,
GR-C3408021911F,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S150,,,guideline_generic,General Coronary Revascularization,The pre-insertion TEE examination should document any contraindications to the use of an IABP such as the presence of greater than mild AR and aortic pathology such as aortic dissection or mobile atheromatous disease,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.35 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The pre-insertion TEE examination should document any contraindications to the use of an IABP such as the presence of gr,,,,,,,,,,,,,,
GR-C43AEB8A275C,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S182,,,guideline_generic,General Coronary Revascularization,This report contains recommendations only and should not be used as the sole basis to make medical practice decisions or for disciplinary action against any employee,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.39 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:This report contains recommendations only and should not be used as the sole basis to make medical practice decisions or,,,,,,,,,,,,,,
GR-C5AFC7F3BA32,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S097,,,guideline_generic,General Coronary Revascularization,"Finally, preprocedure imaging should include the evaluation of the descending aorta, aortic arch, and proximal ascending aorta for the presence of atheromas",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.25 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Finally, preprocedure imaging should include the evaluation of the descending aorta, aortic arch, and proximal ascending",,,,,,,,,,,,,,
GR-C61B59B4CBD8,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S181,,,guideline_generic,General Coronary Revascularization,"Masses and tumors should be differentiated from normal anatomic variants, embryologic remnants (e.g., ‘‘coumadin ridge’’, moderator band, false tendons, Chiari network, Lambl’s excrescences, crista terminalis, or nodules of Arantius), or common artifacts",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.38 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Masses and tumors should be differentiated from normal anatomic variants, embryologic remnants (e.g., ‘‘coumadin ridge’’",,,,,,,,,,,,,,
GR-C631B2E67C2A,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S124,,,guideline_generic,General Coronary Revascularization,"In addition, unobstructed flow should be demonstrated using CW or PW Doppler from the inflow cannula with peak velocities of 1-2 m/s",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.33 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In addition, unobstructed flow should be demonstrated using CW or PW Doppler from the inflow cannula with peak velocitie",,,,,,,,,,,,,,
GR-C661FA996AA8,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S143,,,guideline_generic,General Coronary Revascularization,Congenital heart disease and related surgical interventions must be thoroughly characterized in order to facilitate an acceptable cannulation strategy,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.35 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Congenital heart disease and related surgical interventions must be thoroughly characterized in order to facilitate an a,,,,,,,,,,,,,,
GR-C87E6BC5CB4D,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S159,,,guideline_generic,General Coronary Revascularization,Complications.–An iatrogenic VSD should be excluded following myectomy by carefully examining the IVS with 2D images and with CFD to detect tissue discontinuity and abnormal flow traversing the myocardium,,,,,,,,,,,,myectomy by carefully examining the IVS with 2D images and with CFD to detect tissue discontinuity and abnormal flow traversing the myocardium,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.36 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:myectomy by carefully examining the IVS with 2D images and with CFD to detect tissue discontinuity and abnormal flow traversing the myocardium,myectomy by carefully examining the IVS with 2D images and with CFD to detect tissue discontinuity and abnormal flow traversing the myocardium,,,,,,,,myectomy by carefully examining the IVS with 2D images and with CFD to detect tissue discontinuity and abnormal flow traversing the myocardium,condition:myectomy by carefully examining the IVS with 2D images and with CFD to detect tissue discontinuity and abnormal flow traversing the myocardium [contains],,myectomy by carefully examining the IVS with 2D images and with CFD to detect tissue discontinuity and abnormal flow traversing the myocardium,,
GR-C96B0E3439EC,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S054,,,guideline_generic,General Coronary Revascularization,"LV volume should be optimized, and regional wall motion abnormalities should be ruled out, as the circumflex coronary artery can be compromised during suturing of an annuloplasty ring or prosthetic valve",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.11 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:LV volume should be optimized, and regional wall motion abnormalities should be ruled out, as the circumflex coronary ar",,,,,,,,,,,,,,
GR-CACD7A951F60,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S115,,,guideline_generic,General Coronary Revascularization,Evaluation of pulmonary vein velocities should be made within the clinical context,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.31 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Evaluation of pulmonary vein velocities should be made within the clinical context,,,,,,,,,,,,,,
GR-CC8CF4551B72,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S149,,,guideline_generic,General Coronary Revascularization,"The presence of spontaneous echo contrast or thrombus in the area of low blood flow and stasis (LV apex, LAA, aortic root in the absence of AV opening) should be evaluated",,,,,,,,,,,,,AV opening) should be evaluated,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.35 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,exclusion:AV opening) should be evaluated,,,,,,,AV opening) should be evaluated,,,exclusion:AV opening) should be evaluated [absent],,,AV opening) should be evaluated,
GR-CF3A6DB82B1A,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S184,,,guideline_generic,General Coronary Revascularization,"On page , in the section Mitral Regurgitation, the third sentence of the third paragraph should read as follows: In the ME 5Ch or ME LAX views, the lengths of the posterior and anterior MV leaflets (in mid-diastole), the ratio of the anterior and posterior leaflet heights measured at early-systole from the mitral annulus to the coaptation point, the early-systolic distance from the coaptation point perpendicular to the interventricular septum (IVS), also known as the ‘‘C-sept distance’’, and the angle between the MV and AV planes should be measured ()",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.45 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:On page , in the section Mitral Regurgitation, the third sentence of the third paragraph should read as follows: In the",,,,,,,,,,,,,,
GR-D0557A276F21,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S067,,,guideline_generic,General Coronary Revascularization,"In these instances, relatively flow-independent measurements, such as AVA and velocity ratio, are recommended to establish AS severity",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.13 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In these instances, relatively flow-independent measurements, such as AVA and velocity ratio, are recommended to establi",,,,,,,,,,,,,,
GR-D458441A4F4B,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S080,,,guideline_generic,General Coronary Revascularization,"POSTPROCEDURE The same elements of the pre-implantation examination should be re-evaluated in the post-implantation period: intracardiac shunts, degree of TR, degree of AR, and RV function",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.19 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:POSTPROCEDURE The same elements of the pre-implantation examination should be re-evaluated in the post-implantation peri,,,,,,,,,,,,,,
GR-D7E81B73F0BD,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S101,,,guideline_generic,General Coronary Revascularization,"Intraoperative TEE should be used to identify the presence of the dissection flap, define the extent of the aortic dissection (e.g., proximal to the aortic root and distal to the subdiaphragmatic descending aorta), identify the true and false lumens, and localize the entry tear",,,,,,,,intra-operative,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.26 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Intraoperative TEE should be used to identify the presence of the dissection flap, define the extent of the aortic disse",,,,,,,,,,,,,,
GR-D80A4C024C12,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S106,,,guideline_generic,General Coronary Revascularization,"This assessment should continue in the post-CPB period, as kinking and distortion of coronary arteries could occur at different times during surgical manipulation or sternal closure",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.27 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:This assessment should continue in the post-CPB period, as kinking and distortion of coronary arteries could occur at di",,,,,,,,,,,,,,
GR-D87ED1267A62,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S096,,,guideline_generic,General Coronary Revascularization,Mean gradients and the corresponding ventricular rate should be recorded for the tricuspid and mitral prostheses in order to serve as a reference for subsequent examinations,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.24 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Mean gradients and the corresponding ventricular rate should be recorded for the tricuspid and mitral prostheses in orde,,,,,,,,,,,,,,
GR-DCA0157EB8C3,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S070,,,guideline_generic,General Coronary Revascularization,The level of cusp coaptation should be at or above the aortic annulus in the ME AV LAX view,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.16 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The level of cusp coaptation should be at or above the aortic annulus in the ME AV LAX view,,,,,,,,,,,,,,
GR-DEB1FACBDD20,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S073,,,guideline_generic,General Coronary Revascularization,"However, in each particular view, subtle probe manipulation is required to ensure precise imaging at the level of the sewing ring",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.16 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:However, in each particular view, subtle probe manipulation is required to ensure precise imaging at the level of the se",,,,,,,,,,,,,,
GR-DF3A549CED15,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S130,,,guideline_generic,General Coronary Revascularization,"Conversely, rightward deviation of the interventricular septum indicates insufficient LVAD unloading and an increase in pump speed is warranted",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.33 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Conversely, rightward deviation of the interventricular septum indicates insufficient LVAD unloading and an increase in",,,,,,,,,,,,,,
GR-DF91A39E27AC,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S028,,,guideline_generic,General Coronary Revascularization,"The presence of inotropic support, electrical pacing, and volume shifts should also be considered when interpreting echocardiographic measurements",,,,,,,,,,,,interpreting echocardiographic measurements,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.4 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:interpreting echocardiographic measurements,interpreting echocardiographic measurements,,,,,,,,interpreting echocardiographic measurements,condition:interpreting echocardiographic measurements [contains],,interpreting echocardiographic measurements,,
GR-E3DAC4AEC567,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S165,,,guideline_generic,General Coronary Revascularization,"Other common valvular abnormalities encountered in OHT recipients are pulmonic regurgitation (42%), moderate MR (32%), and mild AR (23%).111 In addition, the anastomotic sites of the great vessels, ascending aorta, main PA, IVC, and SVC should show no discrete areas of narrowing by 2D echocardiography and should demonstrate laminar flow by CFD ()",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.37 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Other common valvular abnormalities encountered in OHT recipients are pulmonic regurgitation (42%), moderate MR (32%), a",,,,,,,,,,,,,,
GR-E54E88C0B8BF,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S094,,,guideline_generic,General Coronary Revascularization,"Valvular dysfunction should be noted, as any unrecognized, significant lesions may result in alteration of the surgical plan (e.g., MV repair or replacement for moderate or severe MR, or AVreplacement for severe AS) or in a change in the perfusion strategy (e.g., retrograde Key points for imaging in patients undergoing total artificial heart placement PREPROCEDURE Examine left and right atria as well as the LAA and exclude the presence of thrombus",,,,significant,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.24 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Valvular dysfunction should be noted, as any unrecognized, significant lesions may result in alteration of the surgical",,,,,,,,,,,,,,
GR-E6446596FD60,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S169,,,guideline_generic,General Coronary Revascularization,"TEE should also evaluate the presence of intracardiac shunts (e.g., PFO, ASD) that may warrant surgical closure at the time of transplantation with institution of CPB, or may require further work-up and transcatheter closure after lung transplantation",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.37 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:TEE should also evaluate the presence of intracardiac shunts (e.g., PFO, ASD) that may warrant surgical closure at the t",,,,,,,,,,,,,,
GR-E6D6F68032AD,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S104,,,guideline_generic,General Coronary Revascularization,"Immediately after separation from CPB, TEE should be used to systematically evaluate anatomic features of the aorta and aortic valve, with emphasis on certain elements depending on the procedure performed",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.27 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Immediately after separation from CPB, TEE should be used to systematically evaluate anatomic features of the aorta and",,,,,,,,,,,,,,
GR-E81532F16A84,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S164,,,guideline_generic,General Coronary Revascularization,"RV function evaluation, either by visual assessment or using quantitative parameters (), should be performed throughout the post-transplantation period, especially when unexplained hemodynamic instability is apparent",,,hemodynamic instability,,,,,,,,,unexplained hemodynamic instability is apparent,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.36 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:unexplained hemodynamic instability is apparent,unexplained hemodynamic instability is apparent,,hemodynamic instability,,,,,,unexplained hemodynamic instability is apparent,clinical_state:hemodynamic instability [eq] | condition:unexplained hemodynamic instability is apparent [contains],should be performed,unexplained hemodynamic instability is apparent,,
GR-E9814AD62971,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S011,,,guideline_generic,General Coronary Revascularization,"Specific attention also should be given to the diagnosis of possible mechanical complication of myocardial infarction, such as ruptured papillary muscle or infarct-related ventricular septal defect",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.23 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Specific attention also should be given to the diagnosis of possible mechanical complication of myocardial infarction, s",,,,,,,,,,,,,,
GR-EA1FB6936A85,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S022,,,guideline_generic,General Coronary Revascularization,"Preprocedure Assessment.–Considering that candidates for lung transplantation experience variable delays awaiting transplantation, TEE should confirm findings of the preoperative workup regarding ventricular function and valvular lesions, especially with respect to RV function () and TR (section .3.2)",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.37 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Preprocedure Assessment.–Considering that candidates for lung transplantation experience variable delays awaiting transp,,,,,,,,,,,,,,
GR-EC2DE7A86F99,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S049,,,guideline_generic,General Coronary Revascularization,Flow acceleration seen by CFD on the atrial side of the repaired MV should raise the suspicion of iatrogenic MS,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.11 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Flow acceleration seen by CFD on the atrial side of the repaired MV should raise the suspicion of iatrogenic MS,,,,,,,,,,,,,,
GR-ECD345B26A1C,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S081,,,guideline_generic,General Coronary Revascularization,Position and flow by CFD and spectral Doppler should be evaluated and documented for both the inflow cannula and the outflow graft as outlined in the text,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.19 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Position and flow by CFD and spectral Doppler should be evaluated and documented for both the inflow cannula and the out,,,,,,,,,,,,,,
GR-ED2AE037608F,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S103,,,guideline_generic,General Coronary Revascularization,Special attention should be given to the open repair of a descending thoracic aneurysm performed on partial left heart bypass,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.27 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Special attention should be given to the open repair of a descending thoracic aneurysm performed on partial left heart b,,,,,,,,,,,,,,
GR-EE0852D9CDB8,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S017,,,guideline_generic,General Coronary Revascularization,Intraoperative TEE should be performed prior to and shortly after activation of the newly implanted LVAD,,,,,,,,intra-operative,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.33 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Intraoperative TEE should be performed prior to and shortly after activation of the newly implanted LVAD,,,,,,,,,,,should be performed,,,
GR-EEE5B86C3D59,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S083,,,guideline_generic,General Coronary Revascularization,The EOA should be compared with other Doppler parameters for concordance and reasons for discordance should be determined,,,,,,,,,,other Doppler parameters for concordance and reasons for discordance should be determined,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.20 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,comparator:other Doppler parameters for concordance and reasons for discordance should be determined,,,,,,,,,,,,,,
GR-EF771D8204A5,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S016,,,guideline_generic,General Coronary Revascularization,"Although the vast majority of patients presenting for LVAD implantation undergo preoperative TTE studies, a comprehensive intraoperative TEE examination should be performed prior to device placement",,,,,,,,intra-operative,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.28 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Although the vast majority of patients presenting for LVAD implantation undergo preoperative TTE studies, a comprehensiv",,,,,,,,,,,should be performed,,,
GR-F2BE994D3AEA,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S089,,,guideline_generic,General Coronary Revascularization,of aneurysms or low-flow state (spontaneous echo contrast) should be evaluated in ME and TG views,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.24 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:of aneurysms or low-flow state (spontaneous echo contrast) should be evaluated in ME and TG views,,,,,,,,,,,,,,
GR-F4D969AF0830,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S119,,,guideline_generic,General Coronary Revascularization,Device speed should be recorded as a text annotation on the images and loops recorded for reference and comparison with subsequent imaging studies,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.33 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Device speed should be recorded as a text annotation on the images and loops recorded for reference and comparison with,,,,,,,,,,,,,,
GR-F8766F11B669,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S166,,,guideline_generic,General Coronary Revascularization,"Of note, in the immediate posttransplantation period, PA anastomotic stenosis due to mismatch in the size of anastomosed vessels, or suture constriction, torsion, or kinking is a reversible cause of RV dysfunction and should always be evaluated",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.37 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Of note, in the immediate posttransplantation period, PA anastomotic stenosis due to mismatch in the size of anastomosed",,,,,,,,,,,,,,
GR-F9E0EBD0E830,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S071,,,guideline_generic,General Coronary Revascularization,"Conversely, in patients with cusp coaptation below the annular level, the risk of subsequent significant AR can be as high as 71%.41,50 The cusp coaptation height () should be >4 mm as measured in the ME AV LAX view",,,,significant,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.16 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Conversely, in patients with cusp coaptation below the annular level, the risk of subsequent significant AR can be as hi",,,,,,,,,,,,,,
GR-FA39E927BD7E,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S114,,,guideline_generic,General Coronary Revascularization,"Other methods, such as planimetry using multiplanar reconstruction of a three-dimensional data set, should be used in these situations",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.31 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Other methods, such as planimetry using multiplanar reconstruction of a three-dimensional data set, should be used in th",,,,,,,,,,,,,,
