recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-273ED31B93DD,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S160,,,guideline_generic,General Coronary Revascularization,"VSDs are often best detected in the ME LAX or ME AV LAX views, but multiple views of the septum (including TG views) with CFD should be used",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.36 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:VSDs are often best detected in the ME LAX or ME AV LAX views, but multiple views of the septum (including TG views) wit",,,,,,,,,,,,,,
GR-275E810643F6,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S107,,,guideline_generic,General Coronary Revascularization,"Specifically, for aortic dissection, the aorta should be assessed to ensure that the entry tear and false lumen have been excluded and that flow has been restored to the true lumen",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.27 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Specifically, for aortic dissection, the aorta should be assessed to ensure that the entry tear and false lumen have bee",,,,,,,,,,,,,,
GR-27F908B521F9,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S120,,,guideline_generic,General Coronary Revascularization,De-Airing.–Air bubbles must be detected prior to activation of the LVAD pump in order to decrease the possibility of air embolism,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.33 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:De-Airing.–Air bubbles must be detected prior to activation of the LVAD pump in order to decrease the possibility of air,,,,,,,,,,,,,,
GR-284E24D62340,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S151,,,guideline_generic,General Coronary Revascularization,"Finally, TEE should assess the impact of counterpulsation on ventricular function",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.35 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Finally, TEE should assess the impact of counterpulsation on ventricular function",,,,,,,,,,,,,,
GR-28C75F02F950,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S053,,,guideline_generic,General Coronary Revascularization,The evaluation should be completed with a comprehensive examination of LV function,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.11 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The evaluation should be completed with a comprehensive examination of LV function,,,,,,,,,,,,,,
GR-2A10A9F1CF86,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S144,,,guideline_generic,General Coronary Revascularization,"Similarly, factors that might compromise or complicate VA ECMO outflow, such as severe AR, aortic dissection, or significant atherosclerotic burden, should be recognized",,,,significant,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.35 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Similarly, factors that might compromise or complicate VA ECMO outflow, such as severe AR, aortic dissection, or signifi",,,,,,,,,,,,,,
GR-2A5E8772F26E,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S023,,,guideline_generic,General Coronary Revascularization,"Along with confirming the diagnosis, intraoperative TEE should be used to exclude other unrecognized causes of heart failure",,,,,,,,intra-operative,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.38 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Along with confirming the diagnosis, intraoperative TEE should be used to exclude other unrecognized causes of heart fai",,,,,,,,,,,,,,
GR-2BAA7BF9F627,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S020,,,guideline_generic,General Coronary Revascularization,"Concomitant pathology generating obstruction (e.g., aortic stenosis, sub-aortic membrane) should be excluded",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.36 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Concomitant pathology generating obstruction (e.g., aortic stenosis, sub-aortic membrane) should be excluded",,,,,,,,,,,,,,
GR-2D3DD274BEF5,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S177,,,guideline_generic,General Coronary Revascularization,"The same views should be used to compare cardiac chamber size and blood velocities, before and after pericardial evacuation",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.38 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:The same views should be used to compare cardiac chamber size and blood velocities, before and after pericardial evacuat",,,,,,,,,,,,,,
GR-2D8DDEE661E0,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S058,,,guideline_generic,General Coronary Revascularization,CFD should be used to locate abnormal intraand para-prosthetic flow,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.11 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:CFD should be used to locate abnormal intraand para-prosthetic flow,,,,,,,,,,,,,,
GR-30E425386582,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S154,,,guideline_generic,General Coronary Revascularization,"Postprocedure Assessment Postprocedure, intraoperative TEE should assess the adequacy of the surgical procedure and detect possible complications",,,,,,,,intra-operative,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.36 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Postprocedure Assessment Postprocedure, intraoperative TEE should assess the adequacy of the surgical procedure and dete",,,,,,,,,,,,,,
GR-324FBA63EEE2,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S178,,,guideline_generic,General Coronary Revascularization,"Nonetheless, the echocardiographer should be familiar with the salient echocardiographic features of constrictive pericarditis",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.38 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Nonetheless, the echocardiographer should be familiar with the salient echocardiographic features of constrictive perica",,,,,,,,,,,,,,
GR-3348B604A213,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S042,,,guideline_generic,General Coronary Revascularization,"During CPB, periodically, the position of the balloon should be monitored as the balloon may migrate either proximally into the aortic root or distally into the aortic arch",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.10 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:During CPB, periodically, the position of the balloon should be monitored as the balloon may migrate either proximally i",,,,,,,,,,,,,,
GR-354F2A84EE7E,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S179,,,guideline_generic,General Coronary Revascularization,"Following pericardiectomy, a comprehensive TEE examination should be repeated and an assessment of biventricular function as well as an interrogation of valvular function should be performed once the pericardial restraint to cardiac filling has been alleviated",,,,,,,,,,,,pericardiectomy,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.38 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:pericardiectomy,pericardiectomy,,,,,,,,pericardiectomy,condition:pericardiectomy [contains],should be performed,pericardiectomy,,
GR-35DBA4336BE4,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S027,,,guideline_generic,General Coronary Revascularization,A focused approach is therefore valuable but should not preclude the performance of a comprehensive examination to ensure no additional new findings,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.4 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:A focused approach is therefore valuable but should not preclude the performance of a comprehensive examination to ensur,,,,,,,,,,,,,,
GR-37E2F816EB74,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S125,,,guideline_generic,General Coronary Revascularization,Interrogation of velocities with CW Doppler should show velocities less than 2 m/s,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.33 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Interrogation of velocities with CW Doppler should show velocities less than 2 m/s,,,,,,,,,,,,,,
GR-38DB0D5C797D,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S086,,,guideline_generic,General Coronary Revascularization,"Tricuspid Regurgitation.–Echocardiographic assessment of TR should be performed by employing several imaging modalities: 2D and 3D echocardiography, with color flow, continuous-wave (CW), and PW Doppler, according to the published ASE guidelines",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.21 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Tricuspid Regurgitation.–Echocardiographic assessment of TR should be performed by employing several imaging modalities:,,,,,,,,,,,should be performed,,,
GR-3909A0D8EF5E,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S087,,,guideline_generic,General Coronary Revascularization,"It should be differentiated from subor supra-valvular stenosis, and the main pulmonary artery (PA) should be imaged for the presence of post-stenotic dilatation",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.22 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:It should be differentiated from subor supra-valvular stenosis, and the main pulmonary artery (PA) should be imaged for",,,,,,,,,,,,,,
GR-39FE0B774C3C,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S046,,,guideline_generic,General Coronary Revascularization,A successfully repaired MV should have no more than mild MR immediately after separation from CPB,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.11 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:A successfully repaired MV should have no more than mild MR immediately after separation from CPB,,,,,,,,,,,,,,
GR-3B53DB5EE20F,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S147,,,guideline_generic,General Coronary Revascularization,The degree of ventricular decompression should also be evaluated during ECMO support and should be interpreted in light of the circuit flow rate,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.35 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The degree of ventricular decompression should also be evaluated during ECMO support and should be interpreted in light,,,,,,,,,,,,,,
GR-3E4BBB6C7529,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S135,,,guideline_generic,General Coronary Revascularization,"The RVAD outflow in the main PA should be positioned far enough from the PV so as not to interfere with valve opening, worsen regurgitation, or direct a portion of the outflow into the RV ()",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.34 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:The RVAD outflow in the main PA should be positioned far enough from the PV so as not to interfere with valve opening, w",,,,,,,,,,,,,,
GR-3E8C45E61ECF,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S139,,,guideline_generic,General Coronary Revascularization,The LAA should be inspected for thrombus and intravascular medical devices should not extend past the RA-SVC junction,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.34 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The LAA should be inspected for thrombus and intravascular medical devices should not extend past the RA-SVC junction,,,,,,,,,,,,,,
GR-42A7C7220474,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S145,,,guideline_generic,General Coronary Revascularization,"The presence of interatrial or interventricular shunts (PFO, ASD, VSD) should be noted",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.35 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:The presence of interatrial or interventricular shunts (PFO, ASD, VSD) should be noted",,,,,,,,,,,,,,
GR-451EB294AB60,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S098,,,guideline_generic,General Coronary Revascularization,"Specific issues that should be addressed are: assessment of regional and global myocardial function, specifically in the segments perfused by the bypassed coronary vessels",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.25 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Specific issues that should be addressed are: assessment of regional and global myocardial function, specifically in the",,,,,,,,,,,,,,
GR-46DE7A31891A,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S185,,,guideline_generic,General Coronary Revascularization,"On page , in the section Mitral Regurgitation, the fifth sentence of the third paragraph should read as follows: Independent predictors of SAM post MV repair include: a thick basal interventricular septum (>15 mm), a short C-sept distance (<25 mm), a narrow aorto-mitral angle (<120 ), anterior displacement of the papillary muscles, and a ratio between the heights of the anterior and posterior leaflets #1.3.14,15",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.45 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:On page , in the section Mitral Regurgitation, the fifth sentence of the third paragraph should read as follows: Indepen",,,,,,,,,,,,,,
GR-47B1D71EB296,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S032,,,guideline_generic,General Coronary Revascularization,"Quantification of MS should be based on the current European Association of Echocardiography/ASE guidelines using a multiparametric approach,12 with the important caveat that many standard measures of MS severity for rheumatic disease have not been validated for degenerative MS",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.4 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Quantification of MS should be based on the current European Association of Echocardiography/ASE guidelines using a mult,,,,,,,,,,,,,,
GR-47D5536B3413,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S012,,,guideline_generic,General Coronary Revascularization,A comprehensive TEE examination should also be performed after the procedure,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.25 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:A comprehensive TEE examination should also be performed after the procedure,,,,,,,,,,,,,,
GR-492E5DCB09EB,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S128,,,guideline_generic,General Coronary Revascularization,"With more than mild AR, consideration should be given to surgical correction",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.33 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:With more than mild AR, consideration should be given to surgical correction",,,,,,,,,,,,,,
GR-4B160B1D8813,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S126,,,guideline_generic,General Coronary Revascularization,All the components of the pre-implantation TEE exam should be repeated,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.33 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:All the components of the pre-implantation TEE exam should be repeated,,,,,,,,,,,,,,
GR-4B924F69DFFF,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S039,,,guideline_generic,General Coronary Revascularization,"In cases of functional MR, more so when MR is an incidental finding, intravenous fluids and inotropic and afterload challenges should be attempted to avoid erroneous estimation of MR severity",,,,,,,,,,,,MR is an incidental finding,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.7 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:MR is an incidental finding,MR is an incidental finding,,,,,,,,MR is an incidental finding,condition:MR is an incidental finding [contains],,MR is an incidental finding,,
GR-4CF4CF99CB73,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S015,,,guideline_generic,General Coronary Revascularization,"If aortic root replacement has been performed with reimplantation of the coronary arteries, adequate flow should be evaluated with CFD in the implanted coronaries, the motion of wall segments should be inspected, and wall motion abnormalities should be noted and discussed with the surgical team",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.27 numbered,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:If aortic root replacement has been performed with reimplantation of the coronary arteries, adequate flow should be eval",,,,,,,,,,,,,,
GR-4E7B5D4C7AD0,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S066,,,guideline_generic,General Coronary Revascularization,"For similar reasons, the presence of significant AR, MR, or a hyperdynamic LV should be considered when interpreting Doppler measurements",,,,significant,,,,,,,,interpreting Doppler measurements,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.13 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:interpreting Doppler measurements,interpreting Doppler measurements,,,,,,,,interpreting Doppler measurements,condition:interpreting Doppler measurements [contains],,interpreting Doppler measurements,,
GR-4F39046EE8AF,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S038,,,guideline_generic,General Coronary Revascularization,The morphology of the basal IVS should be evaluated for the presence of focal hypertrophy,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.7 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The morphology of the basal IVS should be evaluated for the presence of focal hypertrophy,,,,,,,,,,,,,,
GR-51ECCD0D6FB3,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S131,,,guideline_generic,General Coronary Revascularization,A pre-implantation examination should follow the algorithm proposed in,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.34 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:A pre-implantation examination should follow the algorithm proposed in,,,,,,,,,,,,,,
GR-530CE0231079,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S172,,,guideline_generic,General Coronary Revascularization,"However, loss of phasic (systolic/diastolic) flow even in the presence of lowvelocities should raise thesuspicion ofstenosis and prompt further evaluation",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.37 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:However, loss of phasic (systolic/diastolic) flow even in the presence of lowvelocities should raise thesuspicion ofsten",,,,,,,,,,,,,,
GR-54E9484E8B0D,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S091,,,guideline_generic,Revascularization Strategy,Wall motion abnormalities should be noted at baseline and compared with the postrevascularization examination,,,,,,,,,,the postrevascularization examination,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.24 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,comparator:the postrevascularization examination,,,,,,,,,,,,,,
GR-5929C037EA17,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S040,,,guideline_generic,General Coronary Revascularization,A summary of methods and parameters used for assessment of RV function by TEE is presented in The LA and its appendage should be interrogated for low flow (stasis/spontaneous contrast) and presence of thrombus,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.9 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:A summary of methods and parameters used for assessment of RV function by TEE is presented in The LA and its appendage s,,,,,,,,,,,,,,
GR-5A98BDA7384B,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S180,,,guideline_generic,General Coronary Revascularization,"The TEE examination should be focused on the structural features of a mass, its anatomic location and extension, type of attachment (smooth vs",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.38 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:The TEE examination should be focused on the structural features of a mass, its anatomic location and extension, type of",,,,,,,,,,,,,,
GR-5D328AE1DF36,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S136,,,guideline_generic,General Coronary Revascularization,"The degree of RV decompression during device support should be interpreted in light of the pump speed, which should ideally be annotated on the echocardiographic image",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.34 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:The degree of RV decompression during device support should be interpreted in light of the pump speed, which should idea",,,,,,,,,,,,,,
GR-61677DF8294A,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S170,,,guideline_generic,General Coronary Revascularization,Pre-transplantation pulmonary vein flow velocities should be measured and compared with post-transplant assessment,,,,,,,,,,post-transplant assessment,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.37 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,comparator:post-transplant assessment,,,,,,,,,,,,,,
GR-62E80F955262,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S025,,,guideline_generic,General Coronary Revascularization,Patients presenting for urgent and emergent surgery for infective endocarditis should undergo careful assessment not only of valvular lesions but especially of perivalvular complications which may have developed due to rapid progression of the disease,,,,,,,,,,,,,,urgent,urgent,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.4 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:urgent,,,,,,,,,,,,urgent,,
GR-632E7A26D273,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S034,,,guideline_generic,General Coronary Revascularization,The risk for systolic anterior motion (SAM) after MV repair should be assessed prior to surgical intervention,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.5 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The risk for systolic anterior motion (SAM) after MV repair should be assessed prior to surgical intervention,,,,,,,,,,,,,,
GR-63C1EE2F448E,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S068,,,guideline_generic,General Coronary Revascularization,The following steps in assessment of AVrepair are recommended: A successfully repaired AV has no or minimal residual AR by interrogation with CFD,,,,,,,,,,,,steps in assessment of AVrepair are recommended: A successfully repaired AV has no or minimal residual AR by interrogation with CFD,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.15 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:steps in assessment of AVrepair are recommended: A successfully repaired AV has no or minimal residual AR by interrogation with CFD,steps in assessment of AVrepair are recommended: A successfully repaired AV has no or minimal residual AR by interrogation with CFD,,,,,,,,steps in assessment of AVrepair are recommended: A successfully repaired AV has no or minimal residual AR by interrogation with CFD,condition:steps in assessment of AVrepair are recommended: A successfully repaired AV has no or minimal residual AR by interrogation with CFD [contains],,steps in assessment of AVrepair are recommended: A successfully repaired AV has no or minimal residual AR by interrogation with CFD,,
GR-63E1A4C86AB1,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S108,,,guideline_generic,General Coronary Revascularization,"In hybrid and endovascular procedures, TEE is useful in detecting endoleaks, defined as persistent blood flow outside of the lumen of the endograft and within the aneurysmal sac or an adjacent vascular segment",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.27 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:In hybrid and endovascular procedures, TEE is useful in detecting endoleaks, defined as persistent blood flow outside of",,,,,,,,,,,,,,
GR-64B678BCCCBA,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S043,,,guideline_generic,General Coronary Revascularization,All efforts should be made to visualize the inflated CS catheter balloon in the CS in order to ensure adequate positioning of the tip,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.10 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:All efforts should be made to visualize the inflated CS catheter balloon in the CS in order to ensure adequate positioni,,,,,,,,,,,,,,
GR-652A97527FE6,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S122,,,guideline_generic,General Coronary Revascularization,"It should be routinely evaluated by 2D, 3D, CFD, and spectral Doppler echocardiography at the ME level ()",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.33 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:It should be routinely evaluated by 2D, 3D, CFD, and spectral Doppler echocardiography at the ME level ()",,,,,,,,,,,,,,
GR-66BA7AA6D2E6,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S085,,,guideline_generic,General Coronary Revascularization,The severity of TS should be evaluated per ASE guidelines,,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.20 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The severity of TS should be evaluated per ASE guidelines,,,,,,,,,,,,,,
GR-66F5414726F2,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S041,,,guideline_generic,General Coronary Revascularization,"The intraoperative assessment of the LAA should be performed by 2D (multiplane angle 0 to 180 ), Doppler, and 3D echocardiography as described by existing guidelines",,,,,,,,intra-operative,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.9 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:The intraoperative assessment of the LAA should be performed by 2D (multiplane angle 0 to 180 ), Doppler, and 3D echocar",,,,,,,,,,,should be performed,,,
GR-6A14D1170B3C,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S176,,,guideline_generic,General Coronary Revascularization,"Following surgical exploration and pericardial evacuation, intraoperative TEE should be repeated with the goal of documenting removal of accumulated pericardial fluid and clot, particularly along the posterior aspect of the heart (e.g., fluid or clot visualized in the oblique sinus), which is more difficult to visualize in the surgical field",,,,,,,,intra-operative,,,,surgical exploration and pericardial evacuation,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.38 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:surgical exploration and pericardial evacuation,surgical exploration and pericardial evacuation,,,,,,,,surgical exploration and pericardial evacuation,condition:surgical exploration and pericardial evacuation [contains],,surgical exploration and pericardial evacuation,,
GR-6CF5DC45CADE,ASE-SCA-STS-INTRAOPERATIVE-TEE-2020:S129,,,guideline_generic,General Coronary Revascularization,"Excessive leftward ventricular septal deviation or ‘‘suck-down’’, i.e., a decrease in LV size accompanied by RV dilation and dysfunction, indicates decreased preload to the LVAD in the setting of RV failure and should prompt a reduction in LVAD speed and simultaneous efforts toward augmenting LV preload",,,,,,,,,,,,,,,,2026-04-27T15:26:06.029411+00:00,,Imagenologia,Eco,p.33 narrative,critical,0.95,"guideline, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Excessive leftward ventricular septal deviation or ‘‘suck-down’’, i.e., a decrease in LV size accompanied by RV dilation",,,,,,,,,,,,,,
